School,ChapterName,PlaceName,ContactURL,FacebookWebsite,Longitude,Latitude,LogoHold,preview,blurbs,LogoHold,PhotoHold,Photo,sequence,photoPreview,CountryForSort,RegionForSort
University of Lagos,Key to the City Lagos Youth Mappers,"Lagos, NIGERIA",mailto:keytothecityng@gmail.com,www.keytothecityng.org,3.3886033,6.5151087,,,"This is a University of Lagos based students' initiative which aim to counter negative perceptions, hate speeches and exclusion towards slum communities by using maps, graphics; digital and social media platforms to show various assets and creativities of slum dwellers so as to achieve a more inclusive, equitable, resilient and sustainable Lagos.",,,,,,NGA,4-West Africa
University of Benin,YouthMappers at Uniben,"Benin City, NIGERIA",mailto:chuks.ndinwa@uniben.edu,,5.6173225,6.3930948,,,,,,,,,NGA,4-West Africa
University of Ibadan,UI Mappers,"Ibadan, NIGERIA",mailto:uimappers@gmail.com,,3.899501,7.444515,,,,,,,,,NGA,4-West Africa
Adamawa State University,National Association of Geography Students,"Mubi, NIGERIA",mailto:bulgami@gmail.com,,13.27734,10.280309,,,,,,,,,NGA,4-West Africa
Kaduna State University,Kaduna YouthMappers,"Kaduna, NIGERIA",mailto:geography.science@kasu.edu.ng,,7.451127,10.516809,,,Kaduna YouthMappers is an organization created to help students become familiar with mapping using open source data and open source applications. It is in pursuit of this that we have adopted QGIS and Openstreet Map as the main application and data used in our training. ,,,,,,NGA,4-West Africa
Federal University of Technology - Minna,YouthMapper at Minna,"Minna, NIGERIA",mailto:dejyojo@futminna.edu.ng,,6.449319,9.533555,,,YouthMappers at Minna is comprised of students of like minds willing to use their passion about mapping to describe their World.,,,,,,NGA,4-West Africa
University of Jos,University of Jos YouthMappers,"Jos, NIGERIA",mailto:unijosyouthmappers@gmail.com,,8.890095,9.948456,,,,,,,,,NGA,4-West Africa
Kaduna Polytechnic,Kadpoly YouthMappers,"Kaduna, NIGERIA",mailto:zubbyz303@gmail.com,,7.4448,10.44,,,,,,,,,NIG,4-West Africa
Gombe State University,YouthMappers at Gombe State University,"Gombe, NIGERIA",mailto:youthmappersgsu@gmail.com,,11.1729,10.3043,,,,,,,,,NIG,4-West Africa
Institut Supérieur de Management Kolda,Les Femmes Leaders de ISM/Kolda,"Kolda, SENEGAL",mailto:koldaym@gmail.com,,-14.941085,12.889873,,,Les Femmes Leaders de ISM/Kolda is an all-female mapping group in southern Senegal looking to put Kolda and surrounding villages on the map and better understand how to use OSM.,,https://www.dropbox.com/s/gbnd9g3a312gh82/LesFemmesLeadersdeISM_Kolda_Senegal.png?dl=0,https://dl.dropbox.com/s/gbnd9g3a312gh82/LesFemmesLeadersdeISM_Kolda_Senegal.png?dl=0,,,SEN,4-West Africa
Université Gaston Berger,YouthMappers at UGB,"Saint-Louis, SENEGAL",mailto:youthmappers.ugb@gmail.com,https://web.facebook.com/youthmappersugb/,-16.425564,16.062905,,,YouthMappers UGB is made up of young students and researchers who are passionate about mapping. Our aim is to improve students' skills in the field of cartography and to participate in the creation of open geographic data that responds to development challenges around the world and particularly in Africa. ,,https://www.dropbox.com/s/k11b8wf104ejjss/YouthMappersUGB2020.jpg?dl=0,https://dl.dropbox.com/s/k11b8wf104ejjss/YouthMappersUGB2020.jpg?dl=0,,,SEN,4-West Africa
Fourah Bay College,Student's Geographical Association,"Freetown, SIERRA LEONE",mailto:sgayouthmappers@gmail.com?subject=YouthMappers%20at%20Fourah%20Bay%20College,,-13.18359375,8.494104538,https://dl.dropbox.com/s/w2evc7pvvh2aby1/fourah-bay-college-crop.jpg?dl=0,,"The Student's Geographical Association- YouthMappers is an association of Fourah Bay College Students with the common goals of mapping out vulnerable places in Sierra Leone and the world at large for relief and other beneficial purposes,carry out Research and other educative endeavors. The chapter consists of young people with great ideas, development oriented with the capacity to relate with each other, comprehend and implement sustainable developmental projects as a team.",https://www.dropbox.com/s/w2evc7pvvh2aby1/fourah-bay-college-crop.jpg?dl=0,,https://dl.dropbox.com/s/hr4d3nc96c0gy2p/FourahBayCollegeUniversityofSierraLeone.jpg?dl=0,36,,SIE,4-West Africa
"Njala University, Freetown Campus",Njala Freetown YouthMappers,"Freetown, SIERRA LEONE",mailto:Njalafreetownmappers@gmail.com,,-13.23673,8.479617,,,"We are students of Njala University Freetown Campus, studying Information Technology under the department of Physics and Computer Science. and we are located at Henry Street Freetown, Sierra Leone.",,,,,,SIE,4-West Africa
"Njala University, Njala Campus","YouthMappers Njala University, Njala Campus","Njala, SIERRA LEONE",mailto:youthmappersnu2017@gmail.com,,-11.765484,7.935993,,,,,,,,,SIE,4-West Africa
University of Makeni,UNIMAK YouthMappers,"Makeni, SIERRA LEONE",mailto:unimakyouthmapper@gmail.com,https://www.facebook.com/pages/category/Nonprofit-Organization/Unimak-Youthmappers-Chapter-UYC-112347930464450/,-12.057206,8.887964,,,"Our vision is to cultivate a generation of youth to become leaders in creating resilient communities by empowering them to define their world by mapping it. A student group that's geared towards promoting the geographical structures of Sierra Leone through mapping, research projects, and prepare to render voluntary community service for the common good.",,,,,,SIE,4-West Africa
Mai-Nefhi College of Science,YouthMappers at Mai-Nefhi,"Asmara, ERITREA",mailto:ohghebsh@gmail.com,,38.774903,15.242874,,,,,,,,,ERT,5-East Africa
Addis Ababa Institute of Technology,YouthMappers at Ethiopian Space Science Society,"Addis Ababa, ETHIOPIA",mailto:esssmappers@gmail.com,www.ethiosss.org,38.7611334,9.040386,,,,,,,,,ETH,5-East Africa
Mekelle University,YouthMappers at MU,"Mekelle, ETHIOPIA",mailto:youthmappersmu@gmail.com,mu.edu.et,39.4849384,13.4799262,,,,,,,,,ETH,5-East Africa
University of Gondar,YouthMappers at University of Gondar,"Gondar, ETHIOPIA",mailto:edelness7@gmail.com,,37.4442,12.5894,,,,,,,,,ETH,5-East Africa
Addis Ababa Science and Technology University,AastuMappers,"Addis Ababa, ETHIOPIA",mailto:benjazben10@gmail.com,https://t.me/aastumappers,38.810782,8.891263,,,,,,,,,ETH,5-East Africa
Dire Dawa University,Dire Dawa YouthMappers,"Dire Dawa, ETHIOPIA",mailto:belaysitotaw@gmail.com,,41.841222,9.620895,,,,,,,,,ETH,5-East Africa
Debre Birhan University,YouthMappers at DBU,"Debre Birhan, ETHIOPIA",mailto:surveyingdbu2020@gmail.com,,39.521375,9.656925,,,,,,,,,ETH,5-East Africa
Moi University,Geography Students Association,"Eldoret, KENYA",mailto:geosamu44@gmail.com?subject=YouthMappers%20at%20Moi%20University,,35.5078125,-0.351560294,https://dl.dropbox.com/s/ygh1tvjd1oyue39/moi%20logo.jpg?dl=0,,"The Geography Students Association at Moi University (GEOSAMU) explores, discovers and aims at developing the entire world through the young Geo-Spatial analysts.  GEOSAMU is part of the Department of Geography.",https://www.dropbox.com/s/ygh1tvjd1oyue39/moi%20logo.jpg?dl=0,,https://dl.dropbox.com/s/ne0gt0x24rdflnb/moi%20univeristy.jpg?dl=0,28,,KEN,5-East Africa
Karatina University,Nature Club Karatina University,"Karatina, KENYA",mailto:karunatureclub@gmail.com,https://twitter.com/karunature,37.127888,-0.481341,https://dl.dropbox.com/s/fupr1d4ejwuoxdx/Karu-logo.jpg?dl=0,,"This chapter aims to bring together all GIS enthusiasts.They include environment experts, wildlife experts, aquatic and tourism officers, just to mention a few. Its main aim is to provide a platform where students can learn from each other and, in the process, understand how to integrate the GIS skills in their various career paths as well as provide solutions to various environmental related challenges.",https://www.dropbox.com/s/fupr1d4ejwuoxdx/Karu-logo.jpg?dl=0,https://www.dropbox.com/s/2n07lwdcd7trcvm/Karatina%20Nature%20Club.png?dl=0,https://dl.dropbox.com/s/2n07lwdcd7trcvm/Karatina%20Nature%20Club.png?dl=0,,,KEN,5-East Africa
University of Nairobi,Geospatial Engineering Students Association,"Nairobi, KENYA",mailto:contact@mapkibera.org?subject=Youth%20Mappers%20of%20the%20University%20of%20Nairobi,www.geospatial.uonbi.ac.ke,36.82617188,-1.318243057,https://dl.dropbox.com/s/o2egh790zndxo5j/UoNairobi_emblem.jpg?dl=0,,"UN students are working with the local OSM community, Map Kibera, and GrouthTruth to learn about open mapping and contribute data for needs in their urban communities.",https://www.dropbox.com/s/o2egh790zndxo5j/UoNairobi_emblem.jpg?dl=0,https://www.dropbox.com/s/u7w54saw2ye0s4j/University%20of%20Nairobi.png?dl=0,https://dl.dropbox.com/s/u7w54saw2ye0s4j/University%20of%20Nairobi.png?dl=0,13,,KEN,5-East Africa
Jomo Kenyatta University of Agriculture and Technology,Association of Geomatics Engineering Students,"Nairobi, KENYA",mailto:laurahmugeha36@gmail.com,,37.0105,-1.0891,https://dl.dropbox.com/s/0lyi88c8qu5n6z2/Jomo_Kenyatta_Uni.jpg?dl=0,,"The Association of Geomatics Engineering Students (AGES), aims at promoting GIS products and services as well as training students on the use of the same. It not only promotes socialization between the students and practicing professionals, but also provides a platform for exchanging new ideas for holding new GIS and surveying events and training at the university.
",https://www.dropbox.com/s/0lyi88c8qu5n6z2/Jomo_Kenyatta_Uni.jpg?dl=0,https://www.dropbox.com/s/tex0v29m510hoqy/Jomo%20Kenyatta.png?dl=0,https://dl.dropbox.com/s/tex0v29m510hoqy/Jomo%20Kenyatta.png?dl=0,43,,KEN,5-East Africa
Kenyatta University,Kenyatta University GIS Club,"Nairobi, KENYA",mailto:jamesmagige24@gmail.com,,36.934931,-1.179962,https://dl.dropbox.com/s/5vnxgkvlzw6ei3k/Kenyatta%20Univeristy_logo.jpg?dl=0,,"Kenyatta University GIS Club (KUGISC) was founded on 28th October 2016, with more than 200 students and staff from all faculty within campus as members. We are committed to empower members with spatial knowledge, skills and expertise required in understanding the Earth. We help in mapping resources within the university by incorporating geospatial data in their projects as well as fieldwork data collection. ",https://www.dropbox.com/s/5vnxgkvlzw6ei3k/Kenyatta%20Univeristy_logo.jpg?dl=0,https://www.dropbox.com/s/1anx6khpsz7nslx/Kenyatta%20Univeristy%20GIS%20club%20-%20group%20photo.png?dl=0,https://dl.dropbox.com/s/1anx6khpsz7nslx/Kenyatta%20Univeristy%20GIS%20club%20-%20group%20photo.png?dl=0,62,,KEN,5-East Africa
Technical University of Kenya ,Geospatial Science Student Association,"Nairobi, KENYA",mailto:youthmappers.tuk@gmail.com,,36.824491,-1.291606,,,It's a geographical information based group with very passionate students in the relevant fields of study. We do training to members on emerging trends in the market and keep up with technological advancements,,,,,,KEN,5-East Africa
Dedan Kimathi University of Technology,GDEV,"Nyeri, KENYA",mailto:gdevkenya@gmail.com?subject=YouthMappers%20and%20GDEV%20at%20DeKUT,https://plus.google.com/u/0/communities/102367719061492681269/stream/e376a295-1246-4e19-9f66-fa6077719f32,37.00195313,-0.439448816,https://dl.dropbox.com/s/ozj3gk391lplc4o/dedan-kimathi-images.jpg?dl=0,,"GDEV is a group of enthusiastic GIS group at DeKUT that aims at helping students share, engage and learn from each other in matters geospatial",https://www.dropbox.com/s/ozj3gk391lplc4o/dedan-kimathi-images.jpg?dl=0,,https://dl.dropbox.com/s/ljxbiabad9tyt8y/dedan%20kithami.jpg?dl=0,24,,KEN,5-East Africa
Maasai Mara University,Maasai Mara University YouthMappers (MMUYM),"Narok, KENYA",mailto:jaluojnr@gmail.com,,35.8552921,-1.0959676,,,,,,,,,KEN,5-East Africa
Masinde Muliro University of Science and Technology,MMUST YouthMappers ,"Kakamega, KENYA",mailto:symonskezy0@gmail.com,,34.7791,0.5997,,,,,,,,,KEN,5-East Africa
Egerton University,Geographic Society of Egerton University ,"Njoro, KENYA",mailto:Sharonrobare10@gmail.com,,35.933869,0.372791,,,,,,,,,KEN,5-East Africa
University of Malawi,Chanco Malawi YouthMappers,"Zomba, MALAWI",mailto:zolamanyungwa@gmail.com,,35.33203125,-15.3689499,https://dl.dropbox.com/s/213yix54slneiqp/Universityofmalawishield.jpg?dl=0,,Chanco Malawi YouthMappers is the student mapping organization for the University of Malawi's Chancellor College. The students in this chapter focus on mapping for Malawi's development and science needs.,https://www.dropbox.com/s/213yix54slneiqp/Universityofmalawishield.jpg?dl=0,https://www.dropbox.com/s/ummo78hxik8rw8g/University%20Malawi.png?dl=0,https://dl.dropbox.com/s/ummo78hxik8rw8g/University%20Malawi.png?dl=0,12.1,,MWI,5-East Africa
Lilongwe University of Agriculture and Natural Resources ,LUANAR YouthMappers,"Lilongwe, MALAWI",mailto:contact.luanarmappers@gmail.com,,33.776598,-14.180383,,,,,https://www.dropbox.com/s/kvbud5z60h9zoul/LilongweGroup%28resize%29.jpg?dl=0,https://dl.dropbox.com/s/kvbud5z60h9zoul/LilongweGroup%28resize%29.jpg?dl=0,,,MWI,5-East Africa
University of Rwanda - Huye Campus,Rwanda YouthMappers,"Huye, RWANDA",mailto:erneruz@gmail.com,https://www.facebook.com/Rwanda-YouthMappers,29.7397,-2.6151,https://dl.dropbox.com/s/p4wur9abt12mkdi/univ_rwanda_huye.jpg?dl=0,,"Based on the commitment and the purpose of promoting mapping, and the information from YouthMappers public talks, we have organized as students in Geography department who are committed in mapping to found a chapter of our Campus. We have supported by our Facilitator Dr. Gaspard Rwanyiziri (Director of CGIS-Rwanda) and various lecturer mentors.",https://www.dropbox.com/s/p4wur9abt12mkdi/univ_rwanda_huye.jpg?dl=0,,https://dl.dropbox.com/s/va61mb2yk9fovk0/univ%20of%20rwanda.jpg?dl=0,51,,RWA,5-East Africa
Insititue d' Enseignement Superieur de Ruhengeri,YouthMappers at INES Ruhengeri,"Musanze, RWANDA",mailto:dufitesaie91@yahoo.com,www.ines.ac.rw,29.611201,-1.500915,https://dl.dropbox.com/s/1k1abkw6cfmr7hv/YouthMappers%20at%20INES-Ruhengeri_LOGO.jpg?dl=0,,We are students from Land Administration and Management and Land survey Departments from INES-Ruhengeri. We are engaged in mapping activities that create the changes toward sustainable development in our community.,https://www.dropbox.com/s/1k1abkw6cfmr7hv/YouthMappers%20at%20INES-Ruhengeri_LOGO.jpg?dl=0,https://www.dropbox.com/s/3dcndd0iwqltyy0/INES.png?dl=0,https://dl.dropbox.com/s/3dcndd0iwqltyy0/INES.png?dl=0,56,,RWA,5-East Africa
University of Dar es Salaam,YouthMappers at University of Dar es Salaam,"Dar es Salaam, TANZANIA",mailto:godluckur@gmail.com,https://www.facebook.com/UDSMYouthMappers/,39.205311,-6.780373,https://dl.dropbox.com/s/6qwvdqnfij9pxua/University_of_Dar_es_Salaam_Logo.jpg?dl=0,,"The purpose of the University of Dar es Salaam YouthMappers  is to use and promote open source data and GIS technologies to map potential disaster areas, provide resources for emergency management, connect its members with open source and GIS organizations in the city of Dar es Salaam, and serve any upcoming needs of our project partners .",https://www.dropbox.com/s/6qwvdqnfij9pxua/University_of_Dar_es_Salaam_Logo.jpg?dl=0,https://www.dropbox.com/s/sbvbd1pr766463m/UDarEsSalaam%20YouthMappers.png?dl=0,https://dl.dropbox.com/s/sbvbd1pr766463m/UDarEsSalaam%20YouthMappers.png?dl=0,58,,TZA,5-East Africa
Ardhi University,ARU Mapper,"Dar es Salaam, TANZANIA",mailto:bayonakennedy@gmail.com,,39.215409,-6.766157,https://dl.dropbox.com/s/vz481lk9g36s9rq/Ardhi_Univeristy.jpg?dl=0,,As upcoming geospatial data consultants we seek to educate and provide advice to the society on how they can use spatial data not only as a form of location but a tool of decision making and predict different hazardous and climatical changes which may harm them or future genarations.,https://www.dropbox.com/s/vz481lk9g36s9rq/Ardhi_Univeristy.jpg?dl=0,,,,,TZA,5-East Africa
Institute of Finance Management,IFM mappers,"Dar es Salaam, TANZANIA",mailto:supermalik95@gmail.com,,39.293574,-6.814186,,,This is a new  chapter at out institute and we are looking forward to use our financial education that we are receiving here at the campus  and link ig with the environment in order to develop our sustainable environment towards helping the community  with the effects of our environment in a financial ways by converting them into numbers. this is widely explained in ecosystem accounting and environmental accounts,,,,,,TZA,5-East Africa
Open University of Tanzania ,Youth Mappers at Open University of Tanzania,"Dar es Salaam, TANZANIA",mailto:youthmapout@gmail.com,,39.264659,-6.783526,,,"Youth Mappers at Open University of Tanzania

Had been founded by members and students of Open University of Tanzania in Department of Geography who are mainly need to improve their career and help young community through joint and partnership projects with local community groups such as Mikoko Scout Group (www.msg.or.tz) and start cooperation with international colleges and universities for exchange programs in relation to Geography Studies as some programs prepared by Mikoko Scout Group which will link local university and other universities of the same interest through International Nature & Environmental Youth Camp 2019 (www.campsite.msg.or.tz/nature.html )

Our chapter will soon be recognized as youth network program that will open opportunity for students to study and conduct research studies at a local levels.",,,,,,TZA,5-East Africa
Institute of Rural Development Planning,Mipango YouthMappers Chapter ,"Dodoma, TANZANIA",mailto:msmapperschapter@gmail.com,,35.745782,-6.12217,https://dl.dropbox.com/s/389pbdy9zm5soka/Chuo_cha_Mipango.jpg?dl=0,,"Mipango YouthMappers Chapter was introduced at IRDP on 3rd July, 2017 by Dr.Domitilla Bashemera. The founding members were  300 (190 males and 110 female) Bachelor Degree students, who were registered as members of the Chapter. Gerald Zacharia is the president of the chapter and Juster Lugira is Vice President.",https://www.dropbox.com/s/389pbdy9zm5soka/Chuo_cha_Mipango.jpg?dl=0,https://www.dropbox.com/s/oan395l9knyivdp/IRDP.png?dl=0,https://dl.dropbox.com/s/oan395l9knyivdp/IRDP.png?dl=0,57,,TZA,5-East Africa
Sokoine University of Agriculture,SMCoSE YouthMappers,"Morogoro, TANZANIA",mailto:SMCoSEyouthmappers@gmail.com,,37.65636,-6.85254,,,"A Chapter comprising of Environmental sciences and management students and Geography studies under the dept. of Geography and  we will be using mapping techniques, based on systems concepts and theories, can be used to facilitate, explore, and capture the different understandings of the relationships, perspectives, and boundaries involved in environmental sustainability to obtain a more complete comprehension of the concept and develop plans for action.",,,,,,TZA,5-East Africa
Serengeti Tourism College (SETCO),SETCO YouthMappers,"Mugumu, TANZANIA",mailto:setco.youthmappers@gmail.com,,34.685285,-1.845893,,,,,,,,,TZA,5-East Africa
Institute of Rural Development Planning Mwanza,Youth Mappers Chapter at Institute of Rural Development Planning - Lake Zone Centre,"Mwanza, TANZANIA",mailto:shabanimagawila@gmail.com,www.facebook.com/IYMLZC/,32.898512,-2.516586,https://dl.dropbox.com/s/389pbdy9zm5soka/Chuo_cha_Mipango.jpg?dl=0,,,https://www.dropbox.com/s/389pbdy9zm5soka/Chuo_cha_Mipango.jpg?dl=0,,https://dl.dropbox.com/s/3efmhmc0aw7qe8u/IRDP.jpg?dl=0,61,,TZA,5-East Africa
Comenius Polytechnic Institute,CPI Mappers,"Tabora, TANZANIA",mailto:info@cpi.ac.tz,,32.6161617,-5.4050507,,,,,,,,,TZA,5-East Africa
State University of Zanzibar,YouthMappers at Tunguu SUZA,"Zanzibar, TANZANIA",mailto:raya.ahmada@suza.ac.tz,,39.1896411,-6.1657658,,,,,https://www.dropbox.com/s/zqej37ntqmif5ag/UnivofZanzibar_groupphoto.jpg?dl=0,https://dl.dropbox.com/s/zqej37ntqmif5ag/UnivofZanzibar_groupphoto.jpg?dl=0,,,TZA,5-East Africa
University of Dodoma,YouthMappers at Dodoma University,"Dodoma, TANZANIA",mailto:youthmappersudom@gmail.com,,35.8248248,-6.2142022,,,Students of University of Dodoma adhering to acquire knowledge related with geographical informations for the purpose of developing our surrounding societies.,,,,,,TZA,5-East Africa
The Nelson Mandela African Institution of Science and Technology (NM-AIST),NM-AIST Mappers Association,"Arusha, TANZANIA",mailto:makawaa@nm-aist.ac.tz,,36.7946238,-3.3994685,,,,,,,,,TZA,5-East Africa
SUMAIT UNIVERSITY,Sumait University Geography Society,"Zanzibar, TANZANIA",mailto:sumaitsugs@gmail.com,,39.2105076,-6.2303869,,,,,,,,,TZA,5-East Africa
Murgwaza School of Nursing,MSN Youth Chapter,"Ngara, TANZANIA",mailto:msnyouthchapter@gmail.com,,30.6459,-2.4956,,,,,,,,,TZA,5-East Africa
Muleba Lutheran Vocational Training Centre,YouthMappers at Muleba Lutheran Vocational Training Centre,"Muleba, TANZANIA",mailto:mulebalutheraVTC@yoo.com,,31.6565,-1.8387,,,Our chapter is located in Muleba district 200m from the bus station .The idea of starting this chapter came from Madam Janet Chapman when she visited our college for mapping issues in January 2019.,,,,,,TZA,5-East Africa
Busitema University,Good Mappers,"Butisema, UGANDA",mailto:mulindwasteven82@gmail.com?subject=Good%20Mappers%20and%20Youth%20Mappers,https://m.facebook.com/HOTBusitemaUniv/,34.01367188,0.527336305,https://dl.dropbox.com/s/zip8z94b458qyyu/busitemalogo.jpg?dl=0,,Good mappers is a team of students in Busitema University. Its main objective is to create a community of experienced mappers who can contribute to the world map.,https://www.dropbox.com/s/zip8z94b458qyyu/busitemalogo.jpg?dl=0,,https://dl.dropbox.com/s/v3k05ke0jam9zaf/busitema.jpg?dl=0,20.1,,UGA,5-East Africa
Uganda Pentecostal University,HiTech Youth Mappers,"Fortportal, UGANDA",mailto:hitechyouthmappers@gmail.com,,30.266209,0.662066,,,A new Youthmappers Chapter in Western Uganda. Ready to map and provide open data with OpenStreetMap for development purposes.,,,,,,UGA,5-East Africa
Gulu University,CSGU Mappers,"Gulu, UGANDA",mailto:git445@gmail.com?subject=YouthMappers%20at%20Gulu%20University,,32.34375,2.811371193,https://dl.dropbox.com/s/ubilqhrjfmg1bqv/Gulu_University_logo.jpg?dl=0,,"The CSGU Mappers are the Computing Society at Gulu University. This chapter is creative, passionate, innovative and ready to map Uganda and the world at large, beyond other people's imagination.",https://www.dropbox.com/s/ubilqhrjfmg1bqv/Gulu_University_logo.jpg?dl=0,https://www.dropbox.com/s/402sshedhzc4imb/GuluUniv_Uganda.png?dl=0,https://dl.dropbox.com/s/402sshedhzc4imb/GuluUniv_Uganda.png?dl=0,30,,UGA,5-East Africa
Makerere University,Geo YouthMappers,"Kampala, UGANDA",mailto:geo-youthmappers@googlegroups.com?subject=Geo%20YouthMappers%20at%20Makerere%20University%20Uganda,https://www.facebook.com/groups/1742657446017065/,32.60742188,0.351560294,https://dl.dropbox.com/s/68ig7zr2mk8vsge/makerere-university-logo-8888.jpg?dl=0,,"Geo YouthMappers is a Makerere University based mapping chapter esteemed to apply the spatial conception to the real world.We have collaborated on various mapping events with OSM. Our main aim is the desire to simplify data and make it readily available mostly for disaster preparedness.""We map the world and change lives.""",https://www.dropbox.com/s/68ig7zr2mk8vsge/makerere-university-logo-8888.jpg?dl=0,,https://dl.dropbox.com/s/ytp9pn4nmc4d6ba/makerere.jpg?dl=0,23,,UGA,5-East Africa
Kumi University,Ever Last YouthMappers,"Kumi District, UGANDA",mailto:kumiuniversityeverlastyouthmap@gmail.com?subject=YouthMappers%20at%20Kumi%20University,,33.83789063,1.493971307,https://dl.dropbox.com/s/xv4t2cdb0mxexup/kumi.jpg?dl=0,,This energetic group of students organizes within the faculty of Science and Information Technology.  ,https://www.dropbox.com/s/xv4t2cdb0mxexup/kumi.jpg?dl=0,https://www.dropbox.com/s/hql4su5k3kzpp84/Kumi%20University_UG.png?dl=0,https://dl.dropbox.com/s/hql4su5k3kzpp84/Kumi%20University_UG.png?dl=0,19,,UGA,5-East Africa
Uganda Christian University Mbale Campus,Mappers for Life,"Mbale, UGANDA",mailto:munhilll@gmail.com?subject=YouthMappers%20and%20the%20Uganda%20Christian%20University%20Mappers%20for%20Life,,34.174867,1.07588,https://dl.dropbox.com/s/w93qb40qkeg6jzo/uganda-christian-u-285x300.jpg?dl=0,,"We are Team Mappers for life! Please come and join us as we map together!"" This group works from the Department of Information Technology at the UCU.",https://www.dropbox.com/s/w93qb40qkeg6jzo/uganda-christian-u-285x300.jpg?dl=0,https://www.dropbox.com/s/993uqevrmhxaec3/Uganda%20Christian%20University.png?dl=0,https://dl.dropbox.com/s/993uqevrmhxaec3/Uganda%20Christian%20University.png?dl=0,16,,UGA,5-East Africa
Mbarara University of Science and Technology,MUST Street Mappers,"Mbarara, UGANDA",mailto:muststreetmappers@gmail.com,https://web.facebook.com/muststreetmappers/,30.656788,-0.616446,,,MUST Street Mappers is a Youth Mappers chapter at the Mbarara University of Science and Technology that is based on making our country and the world at large a better place through mapping. We base on collected information to notice patterns and data mine to present relevant and beneficial information to society.,,,,,,UGA,5-East Africa
Kyambogo University,Kyambogo University YouthMappers,"Kampala, UGANDA",mailto:ngumenawesamson@gmail.com,,32.6279459,0.3520378,,,,,,,,,UGA,5-East Africa
Institute of Survey and Land Management,"Cartography Student Association at Entebbe, Uganda","Entebbe, UGANDA",mailto:csaassociation22@gmail.com,,32.4615633,0.051831,,,,,,,,,UGA,5-East Africa
The University of Zambia,YouthMappers Unza,"Lusaka, ZAMBIA",mailto:chombachishala13@gmail.com,https://www.facebook.com/search/posts/?q=youth%20mappers%20unza,28.330271,-15.39195,https://dl.dropbox.com/s/p6u5xn602e4knoq/University%20of%20Zambia.jpg?dl=0,,,https://www.dropbox.com/s/p6u5xn602e4knoq/University%20of%20Zambia.jpg?dl=0,,https://dl.dropbox.com/s/bkezmcs36a7f2h6/university-of-zambia.jpg?dl=0,55,,ZMB,5-East Africa
Université de Kisangani,Map for Congo,"Kisangani, DEMOCRATIC REPUBLIC OF THE CONGO",mailto:drc.cybn@gmail.com,,25.1763175,0.5138171,,,,,,,,,CNG,6-Other Africa
University of Kinshasa,YouthMappers at University of Kinshasa,"Kinshasa, DEMOCRATIC REPUBLIC OF THE CONGO",mailto:jethro10esmeralda@gmail.com,,15.3070703,-4.4193485,,,,,,,,,CNG,6-Other Africa
Universidade Eduardo Mondlane,Comunidade YouthMappers Moçambique,"Maputo City, MOZAMBIQUE",mailto:moz.youthmappers1@hotmail.com,www.facebook.com/Moz-YouthMappers,32.603571,-25.952188,,,"We are a student group that intends to join Mozambican society to create a resilient community of humanitarian mapping. The community intend to map the physical occupation of our Country and create open geographic data, accessible to the public and able to be used in several areas without associated costs.",,,,,,MOZ,6-Other Africa
Namibia University of Science and Technology,Geoinformation Technology Student Society,"Windhoek, NAMIBIA",mailto:patriciasem87@gmail.com,,17.077091,-22.565816,,,,,,,,,NBA,6-Other Africa
University of Pretoria,Centre for Geoinformation Science,"Pretoria, SOUTH AFRICA",mailto:cgis-info@kendy.up.ac.za,http://www.up.ac.za/cgis,28.21289063,-25.72073513,https://dl.dropbox.com/s/m3mq1wm1571lsc3/universiteit_van_pretoria.jpg?dl=0,,"The students who map Pretoria are supported by the University of Pretoria's Centre for Geoinformation Science, a platform from where the excellence of UP individuals and teams involved in geographic information science (GISc) research, education and training, professional development and community engagement is encouraged and strengthened through collaborations, education and training and  alliances within South Africa and abroad. ",https://www.dropbox.com/s/m3mq1wm1571lsc3/universiteit_van_pretoria.jpg?dl=0,https://www.dropbox.com/s/u82dywz2itf2nyc/univ-pretoria-6dd283_858eb79416be4fc5af59893d7a9f6236.png?dl=0,https://dl.dropbox.com/s/u82dywz2itf2nyc/univ-pretoria-6dd283_858eb79416be4fc5af59893d7a9f6236.png?dl=0,5.6,,ZAF,6-Other Africa
Copperbelt University,YOUTHMAPPERS OF THE COPPERBELT UNIVERSITY,"Kitwe, ZAMBIA",mailto:ymcbu@gmail.com,,28.239806,-12.805431,,,"Living in un mapped environment is like a life going to the stream blind folded. Youmappers o the copperbelt university is objective is to develop the spirit of mapping as a normal life style of innovative students of the mighty university.  We believe together we shall grow and map our country, help the federal government,research institutes and non governmental organisations.",,,,,,ZAM,6-Other Africa
Northern Technical College,NTC YouthMappers,"Ndola, ZAMBIA",mailto:echama1997@gmail.com,,28.630758,-12.957615,,,,,,,,,ZAM,6-Other Africa
Evelyn Hone college,Evelyn Hone YouthMappers,"Lusaka, Zambia",mailto:kumbanakmargaret@gmail.com,,28.28842,-15.416844,,,To work as the the group where we can utilize the experience of recently acquired knowledge.we would like to further our professional development while working.,,,,,,ZAM,6-Other Africa
Natural Resources Development College ,YouthMappers at Natural Resources Development College,"Lusaka, ZAMBIA",mailto:nrdcyouthmappers@gmail.com,,28.371906,-15.392919,,,"This is a natural resource YouthMappers chapter in Lusaka, Zambia. We are students with passion to contribute to the welfare of society.",,,,,,ZAM,6-Other Africa
